"","COST.Open","COST.High","COST.Low","COST.Close","COST.Volume","COST.Adjusted"
"2013-12-24",118.69,118.85,118.18,118.69,612500,118.37
"2013-12-26",118.68,119.11,118.59,118.63,1169900,118.31
"2013-12-27",118.87,119.31,118.25,118.53,995100,118.21
"2013-12-30",118.95,119.37,118.57,118.77,812800,118.45
"2013-12-31",119.19,119.71,118.71,119.02,1181700,118.7
"2014-01-02",118.71,119.3,117.74,117.81,1618400,117.49
"2014-01-03",118.21,118.36,117.13,117.29,1293500,116.97
"2014-01-06",117.49,117.75,115.89,116.4,2120200,116.09
"2014-01-07",116.39,116.56,115.38,115.86,2292500,115.55
"2014-01-08",116.04,116.04,113.92,114.05,4600000,113.74
"2014-01-09",116.2,119.1,114.05,118.51,5759400,118.19
"2014-01-10",118.2,118.65,116.66,117.85,2790200,117.53
"2014-01-13",117.06,117.53,114.58,114.77,3164200,114.46
"2014-01-14",115.2,116.83,115.12,116.23,2320600,115.92
"2014-01-15",116.07,116.69,115.25,116.24,1847500,115.93
"2014-01-16",116.44,116.47,115.3,115.56,1938200,115.25
"2014-01-17",115.6,116.61,115.43,116.29,2708100,115.98
"2014-01-21",115.61,116.11,114.84,114.93,2110800,114.62
"2014-01-22",115.01,115.16,113.69,113.75,2501600,113.44
"2014-01-23",113.5,113.53,112.4,112.8,2162300,112.5
"2014-01-24",112.69,112.87,111.92,112.13,3183100,111.83
"2014-01-27",112.56,113.73,112.03,113.08,3784900,112.78
"2014-01-28",113.53,114.76,113.44,114.38,2362100,114.07
"2014-01-29",114.05,114.19,112.11,112.23,2356000,111.93
"2014-01-30",112.75,113.49,112.09,112.73,1625800,112.43
"2014-01-31",111.29,113.28,111.13,112.36,2143600,112.06
"2014-02-03",112.96,113,110.05,110.18,3111900,109.88
"2014-02-04",110.73,111.33,109.5,110.89,2529600,110.59
"2014-02-05",110.22,110.8,109.8,110.51,2374200,110.21
"2014-02-06",113.01,114.58,113,114.26,3738900,113.95
"2014-02-07",114.08,114.61,113.38,114.04,2194100,113.73
"2014-02-10",114.04,114.1,112.58,113.85,1871700,113.54
"2014-02-11",113.91,115.15,113.5,114.99,1768900,114.68
"2014-02-12",114.88,115.43,114.3,114.81,1737700,114.81
"2014-02-13",114.14,115.93,114.14,115.81,1583300,115.81
"2014-02-14",115.16,116.49,114.5,116.1,1517900,116.1
"2014-02-18",116.3,116.41,114.92,115.36,2056500,115.36
"2014-02-19",115.11,115.3,114.27,114.91,1802600,114.91
"2014-02-20",114.57,115.55,113.88,115.06,1837100,115.06
"2014-02-21",115.4,115.49,112.92,113.19,3654300,113.19
"2014-02-24",113.46,114.81,113.2,113.94,2281900,113.94
"2014-02-25",114,115.89,114,115.46,1920800,115.46
"2014-02-26",115.5,116.83,115.37,115.88,1924500,115.88
"2014-02-27",116.03,116.42,115.28,116.22,1374400,116.22
"2014-02-28",116.5,117.47,115.89,116.8,2103000,116.8
"2014-03-03",116.22,117.07,115.11,115.75,1667000,115.75
"2014-03-04",116.61,116.91,115.85,116.65,1808300,116.65
"2014-03-05",116.57,116.95,115.81,116.47,2305700,116.47
"2014-03-06",113.15,114.64,112.27,113.26,8921900,113.26
"2014-03-07",113.8,114.01,113.14,113.5,2905600,113.5
"2014-03-10",113.21,114.59,113,114.59,2319100,114.59
"2014-03-11",114.56,114.75,113.92,114.71,2201800,114.71
"2014-03-12",114.39,115.62,114.25,115.21,2173400,115.21
"2014-03-13",115.66,115.79,114.19,114.41,2514300,114.41
"2014-03-14",114.95,114.95,113.33,113.45,2290000,113.45
"2014-03-17",114.14,114.46,113.39,113.46,2189200,113.46
