"","PPG.Open","PPG.High","PPG.Low","PPG.Close","PPG.Volume","PPG.Adjusted"
"2014-01-22",190.15,190.69,186.59,187.16,1421900,186.55
"2014-01-23",186.71,188.04,185.77,186.89,1228100,186.28
"2014-01-24",185.23,185.7,181.59,181.6,1188600,181.01
"2014-01-27",182,184.49,180.43,183.19,1390500,182.59
"2014-01-28",183.09,184.66,181.72,182.43,1016600,181.83
"2014-01-29",182.05,184.87,181.66,183.2,795500,182.6
"2014-01-30",183.7,185.65,182.87,184.67,595000,184.07
"2014-01-31",182.21,184.5,181.43,182.36,1360600,181.76
"2014-02-03",182.51,183.33,176.67,176.87,1283400,176.29
"2014-02-04",177.73,179.44,176.8,177.24,969000,176.66
"2014-02-05",175.89,177.63,173.83,177.22,1129300,176.64
"2014-02-06",177.43,179.31,176.82,178.92,829500,178.34
"2014-02-07",180.6,182.55,180.5,182.54,798400,181.94
"2014-02-10",182.13,184.91,181.73,183.93,1005300,183.33
"2014-02-11",184.41,186.62,183.51,185.16,996100,184.55
"2014-02-12",186.03,187.07,185.25,185.76,680900,185.15
"2014-02-13",185,187.84,184.16,187.23,687200,186.62
"2014-02-14",187.23,189.48,187.1,188.9,707500,188.28
"2014-02-18",188.46,188.5,186.22,186.59,1309900,185.98
"2014-02-19",185.65,188.73,185.59,187.06,859000,187.06
"2014-02-20",187,188.88,186.09,188.75,845400,188.75
"2014-02-21",188.77,190.81,188.7,189.87,1130000,189.87
"2014-02-24",189.49,190.99,188.5,188.52,847700,188.52
"2014-02-25",188.31,192,188.3,190.77,839600,190.77
"2014-02-26",190.4,194.12,190.25,193.13,890600,193.13
"2014-02-27",192.8,194.67,191.2,193.69,793100,193.69
"2014-02-28",194.04,198.15,193.75,197.82,1439900,197.82
"2014-03-03",193.23,198.34,193.23,197.06,807700,197.06
"2014-03-04",199.75,200.41,198.68,200.19,677000,200.19
"2014-03-05",200,200.96,199.11,199.54,597100,199.54
"2014-03-06",199.76,201.29,199.45,200.14,489600,200.14
"2014-03-07",200.34,201.24,199.24,200.07,770000,200.07
"2014-03-10",199.32,200.83,198.64,200.3,489600,200.3
"2014-03-11",201,201,197.45,197.51,886000,197.51
"2014-03-12",197.21,198.03,196.2,197.21,802800,197.21
"2014-03-13",198.23,198.8,194.51,194.91,511200,194.91
"2014-03-14",194.59,196.12,194.25,194.58,607000,194.58
"2014-03-17",195.19,197.19,194.74,195.96,834400,195.96
